22.03.2024,Delivery,"39,39",,6,.03.24
22.03.2024,Groceries,"13,60",,6,.03.24
22.03.2024,Transport,"18,50",,6,.03.24
22.03.2024,Health,"39,13",Золофт,6,.03.24
22.03.2024,Hobby,"50,00",,6,.03.24
23.03.2024,Entertainment,"233,20",,7,.03.24
23.03.2024,Transport,"10,80",,7,.03.24
23.03.2024,Groceries,"21,66",,7,.03.24
24.03.2024,Groceries,"20,87",,1,.03.24
24.03.2024,Groceries,"35,60",,1,.03.24
24.03.2024,Bad habits,"7,80",,1,.03.24
24.03.2024,Groceries,"189,45",,1,.03.24
24.03.2024,Groceries,"59,45",,1,.03.24
24.03.2024,Groceries,"104,00",готовая еда,1,.03.24
25.03.2024,Groceries,"10,39",,2,.03.24
25.03.2024,Transport,"5,00",,2,.03.24
26.03.2024,Transport,"30,10",,3,.03.24
26.03.2024,Health,"140,00",Психолог ,3,.03.24
26.03.2024,Gifts,"100,00",Кате,3,.03.24
26.03.2024,Gifts,"75,00",Лягушка ,3,.03.24
26.03.2024,Groceries,"60,80",Кофе + ореховая паста ,3,.03.24
26.03.2024,Outside lunch,"23,50",,3,.03.24
27.03.2024,Regular,"32,00",Магти ,4,.03.24
27.03.2024,Transport,"9,70",,4,.03.24
27.03.2024,Health,"350,00",Удаление зуба,4,.03.24
27.03.2024,Health,"28,00",,4,.03.24
27.03.2024,Delivery,"27,14",,4,.03.24
27.03.2024,Regular,"16,17",Apple,4,.03.24
27.03.2024,Delivery,"22,56",,4,.03.24
27.03.2024,Transport,"11,80",,4,.03.24
28.03.2024,Hobby,"303,18",Обувь,5,.03.24
28.03.2024,Transport,"14,80",,5,.03.24
28.03.2024,Clothes,"30,00",,5,.03.24
28.03.2024,Outside lunch,"49,00",,5,.03.24
28.03.2024,Groceries,"22,25",,5,.03.24
29.03.2024,Delivery,"57,99",,6,.03.24
29.03.2024,Health,"88,48",,6,.03.24
29.03.2024,Hobby,"13,00",setanta,6,.03.24
30.03.2024,Delivery,"34,89",,7,.03.24
30.03.2024,Bad habits,"7,80",,7,.03.24
30.03.2024,Groceries,"25,18",,7,.03.24
30.03.2024,Transport,"10,40",,7,.03.24
30.03.2024,Delivery,"25,13",,7,.03.24
30.03.2024,Groceries,"8,00",,7,.03.24
30.03.2024,Regular,"52,00",chatgpt,7,.03.24
30.03.2024,Regular,"32,31",Apple,7,.03.24
30.03.2024,Transport,"8,80",,7,.03.24
30.03.2024,Hobby,"140,00",Mari,7,.03.24
31.03.2024,Groceries,"107,91",,1,.03.24
31.03.2024,Regular,"10,75",Apple ,1,.03.24
31.03.2024,Transport,"15,10",,1,.03.24
01.04.2024,Hobby,"6,50",digitalocean,2,.04.24
01.04.2024,Bad habits,"7,80",,2,.04.24
01.04.2024,Entertainment,"106,00",,2,.04.24
01.04.2024,Regular,"119,45",,2,.04.24
02.04.2024,Groceries,"64,80",,3,.04.24
02.04.2024,Groceries,"49,44",,3,.04.24
02.04.2024,Bad habits,"7,80",,3,.04.24
03.04.2024,Delivery,"44,99",,4,.04.24
03.04.2024,Other,"142,60",English ,4,.04.24
04.04.2024,Hobby,"72,00",fm24,5,.04.24
04.04.2024,Delivery,"32,77",,5,.04.24
04.04.2024,Bad habits,"7,80",,5,.04.24
04.04.2024,Transport,"5,50",,5,.04.24
05.04.2024,Clothes,"2,00",Оплата на почте ,6,.04.24
05.04.2024,Outside lunch,"11,00",,6,.04.24
05.04.2024,Hobby,"70,00",Мастер-классы у Марины,6,.04.24
05.04.2024,Bad habits,"265,00",,6,.04.24
05.04.2024,Outside lunch,"61,64",,6,.04.24
05.04.2024,Groceries,"31,00",,6,.04.24
05.04.2024,Transport,"4,90",,6,.04.24
05.04.2024,Groceries,"47,26",,6,.04.24
06.04.2024,Transport,"14,90",,7,.04.24
06.04.2024,Groceries,"43,19",,7,.04.24
06.04.2024,Delivery,"44,99",,7,.04.24
06.04.2024,Transport,"8,00",,7,.04.24
07.04.2024,Transport,"22,10",,1,.04.24
07.04.2024,Groceries,"118,29",,1,.04.24
07.04.2024,Regular,"250,00",Kartuli ,1,.04.24
09.04.2024,Regular,"33,00",netflix,3,.04.24
09.04.2024,Groceries,"92,95",,3,.04.24
09.04.2024,Hobby,"70,00",Georgian Vogue Ball,3,.04.24
09.04.2024,Transport,"12,80",,3,.04.24
09.04.2024,Health,"140,00",psycholog ,3,.04.24
09.04.2024,Outside lunch,"27,80",,3,.04.24
09.04.2024,Health,"6,36",,3,.04.24
09.04.2024,Groceries,"14,94",,3,.04.24
09.04.2024,Delivery,"35,40",,3,.04.24
09.04.2024,Transport,"16,60",,3,.04.24
09.04.2024,Bad habits,"7,80",,3,.04.24
10.04.2024,Delivery,"18,51",,4,.04.24
10.04.2024,Bad habits,"100,00",,4,.04.24
10.04.2024,Transport,"17,60",,4,.04.24
10.04.2024,Groceries,"9,53",,4,.04.24
10.04.2024,Regular,"13,00",spotify,4,.04.24
11.04.2024,Outside lunch,"12,00",,5,.04.24
11.04.2024,Transport,"19,30",,5,.04.24
11.04.2024,Bad habits,"7,80",,5,.04.24
11.04.2024,Delivery,"17,51",,5,.04.24
11.04.2024,Regular,"7,80",Apple,5,.04.24
11.04.2024,Delivery,"30,28",,5,.04.24
11.04.2024,Gifts,"24,75",,5,.04.24
12.04.2024,Transport,"14,80",,6,.04.24
12.04.2024,Other,"45,97","Кико лак, жидкость, карандаш для губ ",6,.04.24
12.04.2024,Clothes,"48,00",,6,.04.24
12.04.2024,Entertainment,"77,00",,6,.04.24
12.04.2024,Outside lunch,"47,00",,6,.04.24
12.04.2024,Delivery,"32,30",,6,.04.24
12.04.2024,Groceries,"10,39",,6,.04.24
13.04.2024,Transport,"14,40",,7,.04.24
13.04.2024,Bad habits,"8,00",,7,.04.24
13.04.2024,Outside lunch,"42,00",,7,.04.24
13.04.2024,Hobby,"110,00",,7,.04.24
13.04.2024,Bad habits,"300,00",,7,.04.24
13.04.2024,Delivery,"30,74",,7,.04.24
13.04.2024,Delivery,"25,75",,7,.04.24
13.04.2024,Bad habits,"7,80",,7,.04.24
